"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"1",0.234778940006074,0.291602880915495,0.320517549064982,0.343408677536392,0.357043009100875,0.376572509080053,0.393349398598909,0.408325026702998,0.421231221614639,0.434104990661076
"2",0.23292523312413,0.29224060223576,0.3239830606104,0.345362748365308,0.360126929249319,0.378369995165345,0.390695799893706,0.406055985529011,0.419697239445202,0.432444934100185
"3",0.231601805326605,0.287730523742616,0.318328939926526,0.343060179022579,0.362839089428902,0.379759452796511,0.392997923961367,0.404457294745314,0.417706253820236,0.42802652930242
"4",0.235045889197238,0.29179262761469,0.323554822453158,0.347109494120367,0.367946895246796,0.384561427393774,0.399365570267379,0.410541099562714,0.424531227701891,0.434153595827729
"5",0.231818129383467,0.286738144921573,0.320088789115963,0.3425717540933,0.363364176121522,0.378640109837864,0.395424507765784,0.410520017253083,0.423127721055383,0.434130646826156
"6",0.232678458988811,0.287053223864846,0.319275617298106,0.340638785388839,0.357119317353429,0.375036490077437,0.385203971202302,0.399527197514324,0.410494987735868,0.420844671294181
"7",0.23710819851917,0.293524699090205,0.325215250331173,0.346856120709955,0.368391356066885,0.383137837981103,0.400140742690133,0.414220300687645,0.426493320818427,0.436373228821733
"8",0.236579103908541,0.293497288985803,0.326502575110564,0.349025559020982,0.363577645327471,0.382839145415835,0.392499200195112,0.408778228064072,0.422079919506424,0.434817106967672
"9",0.235269286429641,0.2952374610969,0.329533357030747,0.350234826951559,0.365623740875306,0.383503112616443,0.400656318081487,0.409717484735048,0.42500945565184,0.437964827181434
"10",0.237459300285221,0.292909672497375,0.325709968680338,0.347147039435752,0.366319462049154,0.381563788250351,0.393185425987089,0.40831973511048,0.42036291073944,0.429647342534078
"11",0.233726956515161,0.288373073118413,0.324482575877418,0.342552004246018,0.362816721551001,0.377888721492428,0.39381959862277,0.408096669003872,0.421338197388605,0.431963342063175
"12",0.23526815893784,0.291986613170747,0.325047453446702,0.346711842947576,0.367051873381143,0.380281249767339,0.396238000141857,0.406843022071864,0.420417190765322,0.433156284533783
"13",0.237870627045734,0.294339420940747,0.326790725303531,0.348898738931636,0.370172733032441,0.381019562066624,0.391979987622299,0.410210365894114,0.424906822879065,0.438109586275329
"14",0.236105084617233,0.292508615746185,0.328129879919255,0.349711188990217,0.369128032707246,0.382592288695107,0.39875182727675,0.407856169486323,0.418619338223696,0.433167843016555
"15",0.237263215982238,0.292266879980503,0.323029546170797,0.342260976798515,0.359857309545327,0.376759684221511,0.391923775573698,0.405740683798472,0.415446371994228,0.428215400768644
"16",0.233565703085859,0.285993113649966,0.318318933880001,0.339932046744147,0.353982093120736,0.374741342653231,0.390694919121452,0.40439949846904,0.415860786167534,0.428754741228263
"17",0.233221197312015,0.288303241401549,0.321455983384959,0.34551035476759,0.357365442178766,0.377988275676627,0.395354487709481,0.4088264052621,0.424974694091077,0.43609350887034
"18",0.233480044357908,0.287411257542797,0.317605121313044,0.341532122371018,0.363738148386086,0.381832424792726,0.394234652485385,0.410533946068314,0.423545180558431,0.43465295119653
"19",0.234295553593561,0.289702629666188,0.324124527444448,0.343916947294911,0.359851343297742,0.378680755220344,0.394885784054269,0.40506856318763,0.418169211691337,0.43078317521928
"20",0.237774163997852,0.291683703375,0.328063428708044,0.349501625639955,0.364318450789053,0.385203726795557,0.40257470671988,0.417110756137685,0.427256562868205,0.439185068412976
"21",0.229098153789244,0.285401453130379,0.320463786558229,0.342431479973929,0.361523447145174,0.378100226092684,0.395882321208217,0.409360894163438,0.421422741629631,0.4344864487643
"22",0.230000842838654,0.284817722817496,0.320124550254775,0.342536952326919,0.362758361648016,0.380858293951759,0.394023338977154,0.409281543493461,0.42228936786795,0.433075107137136
"23",0.233921846085524,0.292865429919557,0.324101503345903,0.347092234036859,0.366841414615567,0.379552585739084,0.395278960234465,0.408421493229206,0.41860892214724,0.42675197527312
"24",0.228710376382463,0.285570095015953,0.316956526834738,0.339951807438199,0.354348582639177,0.372514738361446,0.389721685447832,0.40457107199043,0.417679258392189,0.428204513580807
"25",0.232060345037607,0.285114413794402,0.323135559995554,0.340309456418348,0.360598037087888,0.37608958601136,0.393039340183408,0.404768718081157,0.419829420652149,0.429550113190355
"26",0.233038650852696,0.289905494930772,0.324229043301566,0.346805136815099,0.36005985440561,0.378721138481722,0.394467403475501,0.408827005997281,0.419997172367111,0.428709130352355
"27",0.233976446361868,0.289614108218374,0.322477008256797,0.343757825408259,0.357389466089893,0.378156444111371,0.394685894290459,0.405826250480537,0.419288489866032,0.43292827852601
"28",0.229568951680951,0.287415674149755,0.323567049041587,0.341060484409131,0.360990226486479,0.377918469126877,0.392767561019273,0.407962799029963,0.420010514055354,0.427555201351919
"29",0.230769142524474,0.283011847263612,0.316604676912833,0.336984028118533,0.356359044129411,0.370180320981362,0.388356839619731,0.40416466835613,0.414317531089896,0.422786510747243
"30",0.235769451499816,0.293164370071567,0.324766176721363,0.348154079222581,0.364775072739715,0.384333234154176,0.400724040513401,0.415220498970613,0.42675393278683,0.440455614624043
"31",0.233968573530853,0.288801417640036,0.319471622946944,0.340671893059754,0.354208459571042,0.373504837958115,0.390092584696777,0.404399165989407,0.417667385275259,0.429573104842794
"32",0.234873148673196,0.290977919040448,0.323033596280542,0.34192028961105,0.358111138773741,0.370053732606316,0.388872494856232,0.404539241237333,0.418281560294758,0.43049108426638
"33",0.229708042859061,0.284016879095605,0.319704117763013,0.340544170617127,0.356083804517495,0.375353104623831,0.392888956513555,0.408195437000851,0.421054815533283,0.430781456624392
"34",0.232727702280471,0.288435384379212,0.319025645097855,0.341816230833319,0.356093198621572,0.375990617852772,0.392071772103987,0.407613635827598,0.421145367444501,0.430982092750916
"35",0.232708111144451,0.292912756945414,0.327409968216339,0.348186215869277,0.365833498846522,0.38386350212522,0.399749269497323,0.41229638775893,0.424957891781764,0.435592693095634
"36",0.233034488908214,0.285836343236588,0.320648050062814,0.337777249073209,0.356856699612494,0.373815003985663,0.390113205662258,0.403091752931414,0.414684002418466,0.426035052344103
"37",0.231056561619664,0.28733739948912,0.322625762885833,0.342791062745517,0.359333494487677,0.379241439432732,0.394629931821751,0.41129215731989,0.42565538674276,0.435380032894354
"38",0.229868406775837,0.287108423584415,0.322477618375384,0.342525497056068,0.361169804929172,0.377819987655504,0.390174462711001,0.401796504954629,0.41658095898055,0.428193895458491
"39",0.234522605156009,0.285579155092781,0.315038683688897,0.338951608858311,0.35855060863194,0.374881675026028,0.386456040362217,0.401720159550386,0.413633103634502,0.423042931432592
"40",0.237500872348984,0.291990894716384,0.325337267400563,0.346604991937523,0.35926068267635,0.379384108978319,0.390573077850624,0.406344070853222,0.420692042659373,0.432418934468696
"41",0.235981805121546,0.286788969694052,0.324173356360106,0.346586357769929,0.365288186084047,0.378214612591549,0.396653735476098,0.410912155401393,0.423315130444639,0.436324873612372
"42",0.236585758791761,0.296086833093218,0.328033000575768,0.349032997319361,0.36343925924925,0.38370206417176,0.399875285020026,0.415342723487185,0.424362889984895,0.433664470399072
"43",0.234160227521015,0.289124684513022,0.324784559585168,0.345404557444934,0.366182579434449,0.382704733352557,0.398015826587827,0.408685246589198,0.423026179533052,0.434560366054748
